title,category,lemmatization
data science analyst ml and deep learning data analytics ai,database development administration information communication technology,"['description', 'synapxe', 'national', 'healthtech', 'agency', 'inspire', 'tomorrow', 'health', 'nexus', 'healthtech', 'connect', 'people', 'system', 'power', 'healthier', 'singapore', 'partner', 'create', 'intelligent', 'technological', 'solution', 'improve', 'health', 'million', 'people', 'reimagine', 'future', 'health', 'job', 'description', 'position', 'overview', 'data', 'science', 'analyst', 'role', 'support', 'healthcare', 'analytics', 'workstreams', 'expand', 'strong', 'data', 'science', 'team', 'talented', 'ai', 'apply', 'experience', 'field', 'machine', 'learn', 'deep', 'learn', 'join', 'role', 'suit', 'candidate', 'interest', 'develop', 'ai', 'application', 'direct', 'immense', 'realworld', 'healthcare', 'impact', 'deep', 'passion', 'analyze', 'resolve', 'healthcare', 'problem', 'display', 'intellectual', 'curiosity', 'capability', 'engage', 'stakeholder', 'issue', 'role', 'responsibility', 'analyze', 'data', 'scope', 'problem', 'definition', 'hypothesis', 'analysis', 'imagesignal', 'data', 'eeg', 'ecg', 'responsible', 'image', 'analysis', 'synthesis', 'aspect', 'algorithm', 'development', 'include', 'visual', 'recognition', 'object', 'detection', 'segmentation', 'signal', 'data', 'pattern', 'recognition', 'responsible', 'exploration', 'cuttingedge', 'technology', 'imagesignal', 'data', 'algorithm', 'ensure', 'technology', 'apply', 'design', 'experiment', 'test', 'data', 'assumption', 'evaluate', 'experiment', 'outcome', 'draw', 'actionable', 'conclusion', 'deploy', 'data', 'model', 'channel', 'customer', 'platform', 'partner', 'stakeholder', 'translate', 'problem', 'data', 'science', 'project', 'develop', 'strategy', 'identify', 'acquire', 'data', 'set', 'develop', 'practical', 'solution', 'support', 'decision', 'maintain', 'advance', 'knowledge', 'trend', 'industry', 'synthesize', 'finding', 'actionable', 'insight', 'apply', 'data', 'analysis', 'data', 'mine', 'data', 'process', 'data', 'provide', 'rationale', 'case', 'roi', 'model', 'support', 'investment', 'requirement', 'phd', 'master', 'quantitative', 'field', 'mathematics', 'statistic', 'technology', 'physic', 'engineer', 'finance', 'equivalent', 'preferably', 'minimum', 'relevant', 'work', 'experience', 'solid', 'engineer', 'background', 'experience', 'computer', 'vision', 'deep', 'learn', 'imagesignal', 'data', 'processinganalysis', 'algorithm', 'experience', 'python', 'prerequisite', 'experience', 'deep', 'learn', 'framework', 'tensorflow', 'kera', 'pytorch', 'prerequisite', 'hand', 'experience', 'development', 'image', 'classification', 'object', 'detection', 'segmentation', 'signal', 'data', 'pattern', 'recognition', 'prefer', 'experience', 'sql', 'andor', 'nosql', 'prefer', 'prove', 'communication', 'skill', 'explain', 'insight', 'technical', 'nontechnical', 'audience', 'presentation', 'ability', 'independently', 'model', 'deployment', 'experience', 'prefer', 'apply', 'note', 'take', 'minute', 'apply', 'meaningful', 'career', 'healthtech', 'lisynx']"
data analyst,businesssystems analysts information communication technology,"['job', 'description', 'data', 'analyst', 'data', 'analyst', 'dsimlab', 'technology', 'play', 'key', 'role', 'derive', 'insight', 'large', 'datasets', 'optimize', 'semiconductor', 'manufacture', 'process', 'role', 'focus', 'data', 'extraction', 'analysis', 'actionable', 'insight', 'collaborate', 'crossfunctional', 'team', 'develop', 'deploy', 'dsimlabs', 'software', 'product', 'provide', 'professional', 'consultation', 'service', 'client', 'ideal', 'candidate', 'excel', 'datadriven', 'analysis', 'eager', 'highimpact', 'project', 'semiconductor', 'industry', 'key', 'responsibility', 'data', 'extraction', 'analysis', 'collect', 'clean', 'analyze', 'large', 'datasets', 'semiconductor', 'manufacture', 'environment', 'ensure', 'data', 'consistency', 'completeness', 'correctness', 'statistical', 'method', 'data', 'mine', 'technique', 'identify', 'pattern', 'trend', 'anomaly', 'impact', 'production', 'performance', 'performance', 'evaluation', 'analyze', 'gap', 'plan', 'actual', 'production', 'outcome', 'identify', 'root', 'performance', 'deviation', 'recommend', 'datadriven', 'strategy', 'process', 'improvement', 'develop', 'report', 'visualization', 'finding', 'client', 'internal', 'stakeholder', 'datadriven', 'insight', 'provide', 'actionable', 'insight', 'base', 'data', 'analysis', 'optimize', 'semiconductor', 'manufacture', 'process', 'closely', 'client', 'specific', 'translate', 'data', 'finding', 'operational', 'strategic', 'improvement', 'etl', 'data', 'model', 'build', 'maintain', 'etl', 'process', 'integrate', 'data', 'source', 'dsimlabs', 'data', 'model', 'collaborate', 'simulation', 'model', 'team', 'ensure', 'accurate', 'reliable', 'data', 'feed', 'model', 'consultation', 'service', 'trust', 'advisor', 'client', 'offer', 'datadriven', 'recommendation', 'enhance', 'production', 'efficiency', 'analyse', 'proposal', 'technical', 'nontechnical', 'stakeholder', 'ensure', 'clarity', 'actionable', 'takeaway', 'data', 'visualization', 'report', 'create', 'dashboard', 'report', 'advance', 'data', 'visualization', 'tool', 'communicate', 'key', 'insight', 'trend', 'effectively', 'continuously', 'improve', 'report', 'mechanism', 'provide', 'realtime', 'insight', 'support', 'ongoing', 'optimization', 'effort', 'collaboration', 'team', 'software', 'engineer', 'data', 'scientist', 'crossfunctional', 'team', 'ensure', 'data', 'insight', 'align', 'product', 'goal', 'customer', 'contribute', 'product', 'enhancement', 'initiative', 'focus', 'improvement', 'datarelated', 'component', 'analytics', 'candidate', 'requirement', 'education', 'bachelorsmasters', 'degree', 'data', 'science', 'computer', 'science', 'industrial', 'engineer', 'field', 'experience', 'strong', 'analytical', 'skill', 'minimum', 'experience', 'data', 'analysis', 'preferably', 'industrial', 'environment', 'semiconductor', 'experience', 'technical', 'skill', 'proficiency', 'sql', 'microsoft', 'excel', 'experience', 'data', 'visualization', 'tool', 'power', 'tableau', 'highly', 'desirable', 'experience', 'etl', 'process', 'database', 'management', 'analytical', 'ability', 'strong', 'problemsolving', 'skill', 'ability', 'handle', 'large', 'datasets', 'deliver', 'actionable', 'insight', 'improve', 'operational', 'performance', 'soft', 'skill', 'ability', 'collaboratively', 'multicultural', 'multidisciplinary', 'team', 'excellent', 'communication', 'presentation', 'skill', 'ability', 'convey', 'complex', 'data', 'insight', 'nontechnical', 'stakeholder', 'willingness', 'travel', 'travel', 'international', 'project', 'collaborate', 'closely', 'client', 'internal', 'team']"
data scientist tableau sql banking central cbd,database development administration information communication technology,"['wealth', 'retail', 'bank', 'industry', 'hybrid', 'work', 'arrangement', 'duration', 'subject', 'extendableconvertible', 'work', 'location', 'central', 'district', 'cbd', 'work', 'hour', 'monday', 'friday', 'job', 'duty', 'strong', 'proficiency', 'sql', 'data', 'extraction', 'transformation', 'analysis', 'expertise', 'visualization', 'tool', 'tableau', 'powerbi', 'build', 'dynamic', 'dashboard', 'visual', 'analytics', 'story', 'tell', 'data', 'experience', 'dataiku', 'alteryx', 'etl', 'tool', 'design', 'operationalizing', 'endtoend', 'data', 'pipeline', 'workflow', 'proficiency', 'python', 'data', 'wrangle', 'statistical', 'analysis', 'machine', 'learn', 'automation', 'data', 'task', 'ability', 'analyze', 'large', 'datasets', 'identify', 'trend', 'outlier', 'generate', 'insight', 'strong', 'grasp', 'statistical', 'technique', 'design', 'maintain', 'data', 'pipeline', 'strong', 'communication', 'storytelling', 'skill', 'technical', 'nontechnical', 'stakeholder', 'experience', 'work', 'crossfunctionally', 'product', 'engineer', 'team', 'domain', 'knowledge', 'experience', 'finance', 'industry', 'requirement', 'bachelor', 'master', 'degree', 'computer', 'science', 'statistic', 'data', 'science', 'engineer', 'field', 'professional', 'experience', 'data', 'science', 'analytics', 'role', 'interest', 'candidate', 'click', 'job', 'search', 'journey', 'submit', 'curriculum', 'vitae', 'directly', 'official', 'persolkelly', 'job', 'application', 'platform', 'contact', 'number', 'regret', 'inform', 'shortlist', 'candidate', 'notify', 'send', 'personal', 'data', 'deem', 'consent', 'persolkelly', 'singapore', 'pte', 'affiliate', 'collect', 'disclose', 'personal', 'data', 'account', 'creation', 'purpose', 'set', 'privacy', 'policy', 'acknowledge', 'read', 'understand', 'agree', 'go', 'term', 'privacy', 'policy', 'withdraw', 'consent', 'email', 'dataprotectioncom', 'contact', 'query', 'persolkelly', 'singapore', 'pte', 'uen', 'license', 'reg', 'bertram', 'kian', 'hui']"
lead senior data scientist product analytics grab support,businesssystems analysts information communication technology,"['description', 'grab', 'workplace', 'grab', 'southeast', 'asia', 'lead', 'superapp', 'favourite', 'meal', 'deliver', 'help', 'manage', 'finance', 'town', 'hasslefree', 'weve', 'receive', 'grab', 'purpose', 'joy', 'habit', 'build', 'excellence', 'harness', 'power', 'technology', 'ai', 'deliver', 'mission', 'drive', 'southeast', 'asia', 'forward', 'economically', 'empower', 'heart', 'hunger', 'honour', 'humility', 'job', 'description', 'team', 'grab', 'support', 'team', 'support', 'grab', 'partner', 'include', 'driver', 'passenger', 'merchant', 'product', 'team', 'responsible', 'deliver', 'exceptional', 'customer', 'service', 'driver', 'passenger', 'merchant', 'partner', 'senior', 'product', 'analyst', 'youll', 'opportunity', 'collaborate', 'expert', 'technology', 'analytics', 'operation', 'drive', 'vision', 'growth', 'platform', 'role', 'senior', 'product', 'analyst', 'analytical', 'skill', 'product', 'team', 'datadriven', 'objective', 'guide', 'design', 'control', 'experiment', 'closely', 'team', 'product', 'engineer', 'design', 'data', 'science', 'data', 'requirement', 'identify', 'key', 'metric', 'provide', 'datadriven', 'insight', 'stakeholder', 'evaluate', 'feasibility', 'businessproduct', 'idea', 'provide', 'recommendation', 'report', 'product', 'analytics', 'manager', 'onsite', 'grab', 'singapore', 'north', 'critical', 'task', 'perform', 'dive', 'data', 'align', 'objective', 'recommend', 'solution', 'include', 'aidriven', 'strategy', 'address', 'key', 'customer', 'challenge', 'measure', 'analyze', 'performance', 'market', 'line', 'data', 'develop', 'analytical', 'framework', 'identify', 'common', 'pattern', 'recur', 'hypothesis', 'problem', 'create', 'model', 'examine', 'product', 'configuration', 'explore', 'interaction', 'effect', 'monitor', 'metric', 'perform', 'root', 'analysis', 'metric', 'shift', 'report', 'finding', 'design', 'implement', 'experiment', 'guide', 'product', 'decision', 'include', 'test', 'analysis', 'recommendation', 'qualification', 'essential', 'skill', 'experience', 'analytics', 'intelligence', 'data', 'science', 'role', 'largescale', 'internet', 'ecommerce', 'sector', 'expertise', 'design', 'execute', 'analyze', 'test', 'product', 'experiment', 'include', 'understand', 'hypothesis', 'test', 'design', 'experiment', 'advance', 'sql', 'capability', 'query', 'large', 'database', 'handson', 'experience', 'data', 'analysis', 'tool', 'python', 'visualisation', 'tool', 'tableau', 'powerbi', 'dj', 'skill', 'translate', 'data', 'actionable', 'insight', 'nontechnical', 'audience', 'presentation', 'visualisation', 'proficient', 'verbal', 'write', 'english', 'additional', 'life', 'grab', 'care', 'wellbeing', 'grab', 'global', 'benefit', 'offer', 'term', 'life', 'insurance', 'comprehensive', 'medical', 'insurance', 'grabflex', 'create', 'benefit', 'package', 'suit', 'aspiration', 'celebrate', 'moment', 'life', 'love', 'parental', 'leave', 'community', 'loveallserveall', 'lasa', 'volunteer', 'leave', 'confidential', 'grabber', 'assistance', 'programme', 'guide', 'uplift', 'love', 'life', 'challenge', 'balance', 'personal', 'commitment', 'life', 'demand', 'easier', 'flexwork', 'arrangement', 'differentiate', 'hour', 'stand', 'grab', 'commit', 'build', 'inclusive', 'equitable', 'workplace', 'equal', 'opportunity', 'grabber', 'grow', 'perform', 'candidate', 'fairly', 'equally', 'nationality', 'ethnicity', 'race', 'religion', 'gender', 'family', 'commitment', 'physical', 'mental', 'impairment', 'disability', 'attribute', 'unique']"
data scientist,mathematics statistics information sciences science technology,"['work', 'rapidly', 'grow', 'tech', 'hire', 'data', 'scientist', 'improve', 'data', 'manage', 'leverage', 'youll', 'lead', 'project', 'enhance', 'team', 'collect', 'organize', 'data', 'build', 'scalable', 'system', 'internal', 'data', 'process', 'efficient', 'translate', 'practical', 'data', 'automation', 'solution', 'ownership', 'data', 'initiative', 'plan', 'continuous', 'improvement', 'experience', 'handle', 'large', 'datasets', 'work', 'modern', 'analytics', 'tool', 'strong', 'attention', 'clear', 'communication', 'skill', 'comfortable', 'write', 'script', 'query', 'data', 'exposure', 'machine', 'learn', 'predictive', 'model', 'reach', 'ayla', 'aylacom', 'confidential', 'discussion', 'license']"
data scientist tableau sql banking analytics central cbd,other banking financial services,"['wealth', 'retail', 'bank', 'industry', 'hybrid', 'work', 'arrangement', 'duration', 'subject', 'extendableconvertible', 'work', 'location', 'central', 'district', 'cbd', 'work', 'hour', 'monday', 'friday', 'job', 'duty', 'strong', 'proficiency', 'sql', 'data', 'extraction', 'transformation', 'analysis', 'expertise', 'visualization', 'tool', 'tableau', 'powerbi', 'build', 'dynamic', 'dashboard', 'visual', 'analytics', 'story', 'tell', 'data', 'experience', 'dataiku', 'alteryx', 'etl', 'tool', 'design', 'operationalizing', 'endtoend', 'data', 'pipeline', 'workflow', 'proficiency', 'python', 'data', 'wrangle', 'statistical', 'analysis', 'machine', 'learn', 'automation', 'data', 'task', 'ability', 'analyze', 'large', 'datasets', 'identify', 'trend', 'outlier', 'generate', 'insight', 'strong', 'grasp', 'statistical', 'technique', 'design', 'maintain', 'data', 'pipeline', 'strong', 'communication', 'storytelling', 'skill', 'technical', 'nontechnical', 'stakeholder', 'experience', 'work', 'crossfunctionally', 'product', 'engineer', 'team', 'domain', 'knowledge', 'experience', 'finance', 'industry', 'requirement', 'bachelor', 'master', 'degree', 'computer', 'science', 'statistic', 'data', 'science', 'engineer', 'field', 'professional', 'experience', 'data', 'science', 'analytics', 'role', 'interest', 'candidate', 'click', 'job', 'search', 'journey', 'submit', 'curriculum', 'vitae', 'directly', 'official', 'persolkelly', 'job', 'application', 'platform', 'contact', 'number', 'regret', 'inform', 'shortlist', 'candidate', 'notify', 'send', 'personal', 'data', 'deem', 'consent', 'persolkelly', 'singapore', 'pte', 'affiliate', 'collect', 'disclose', 'personal', 'data', 'account', 'creation', 'purpose', 'set', 'privacy', 'policy', 'acknowledge', 'read', 'understand', 'agree', 'go', 'term', 'privacy', 'policy', 'withdraw', 'consent', 'email', 'dataprotectioncom', 'contact', 'query', 'persolkelly', 'singapore', 'pte', 'uen', 'license', 'reg', 'bertram', 'kian', 'hui']"
omop data scientist biomedical data hub,other science technology,"['biomedical', 'data', 'hub', 'bdh', 'curate', 'maintain', 'strategic', 'deidentified', 'health', 'data', 'cohort', 'support', 'researcher', 'innovator', 'expertise', 'bioinformatics', 'ai', 'mission', 'trust', 'node', 'unlock', 'digital', 'health', 'data', 'support', 'harm', 'edge', 'science', 'digital', 'health', 'solution', 'benefit', 'singapore', 'singaporean', 'bdh', 'national', 'initiative', 'create', 'singapore', 'bioinformatics', 'institute', 'host', 'agency', 'science', 'technology', 'astar', 'partnership', 'ministry', 'health', 'moh', 'singapore', 'fund', 'singapore', 'national', 'foundation', 'nrf', 'omop', 'data', 'scientist', 'responsible', 'onboarding', 'datasets', 'biomedical', 'data', 'hub', 'involve', 'activity', 'data', 'cleanup', 'curation', 'transformation', 'ensure', 'adherence', 'minimum', 'standard', 'biomedical', 'data', 'hub', 'leadership', 'influence', 'skill', 'call', 'resolve', 'nontechnical', 'challenge', 'data', 'onboarding', 'include', 'stakeholder', 'management', 'call', 'prepare', 'data', 'asset', 'host', 'data', 'hub', 'analysis', 'researcher', 'innovator', 'responsibility', 'implementation', 'ohdsi', 'omop', 'framework', 'data', 'asset', 'host', 'biomedical', 'data', 'hub', 'develop', 'implement', 'data', 'management', 'strategy', 'standard', 'common', 'data', 'model', 'vocabularyontology', 'map', 'tool', 'method', 'documentation', 'hdr', 'carrot', 'mapper', 'develop', 'implement', 'proactive', 'quality', 'control', 'auditsquality', 'management', 'plan', 'datasets', 'ensure', 'data', 'map', 'accuracy', 'completeness', 'perform', 'advance', 'analytics', 'atop', 'omop', 'common', 'data', 'model', 'populationlevel', 'analyse', 'data', 'visualization', 'atlas', 'strategus', 'requirement', 'bachelormasterphd', 'degree', 'public', 'health', 'data', 'science', 'statistic', 'computer', 'science', 'artificial', 'intelligence', 'field', 'program', 'skill', 'python', 'database', 'knowledge', 'postgresql', 'knowledgeexperience', 'ohdsi', 'omop', 'framework', 'regulatory', 'data', 'submission', 'team', 'player', 'communication', 'skill', 'collaborative']"
data scientist tableau sql banking central cbd,businesssystems analysts information communication technology,"['wealth', 'retail', 'bank', 'industry', 'hybrid', 'work', 'arrangement', 'duration', 'subject', 'extendableconvertible', 'work', 'location', 'central', 'district', 'cbd', 'work', 'hour', 'monday', 'friday', 'job', 'duty', 'strong', 'proficiency', 'sql', 'data', 'extraction', 'transformation', 'analysis', 'expertise', 'visualization', 'tool', 'tableau', 'powerbi', 'build', 'dynamic', 'dashboard', 'visual', 'analytics', 'story', 'tell', 'data', 'experience', 'dataiku', 'alteryx', 'etl', 'tool', 'design', 'operationalizing', 'endtoend', 'data', 'pipeline', 'workflow', 'proficiency', 'python', 'data', 'wrangle', 'statistical', 'analysis', 'machine', 'learn', 'automation', 'data', 'task', 'ability', 'analyze', 'large', 'datasets', 'identify', 'trend', 'outlier', 'generate', 'insight', 'strong', 'grasp', 'statistical', 'technique', 'design', 'maintain', 'data', 'pipeline', 'strong', 'communication', 'storytelling', 'skill', 'technical', 'nontechnical', 'stakeholder', 'experience', 'work', 'crossfunctionally', 'product', 'engineer', 'team', 'domain', 'knowledge', 'experience', 'finance', 'industry', 'requirement', 'bachelor', 'master', 'degree', 'computer', 'science', 'statistic', 'data', 'science', 'engineer', 'field', 'professional', 'experience', 'data', 'science', 'analytics', 'role', 'interest', 'candidate', 'click', 'job', 'search', 'journey', 'submit', 'curriculum', 'vitae', 'directly', 'official', 'persolkelly', 'job', 'application', 'platform', 'contact', 'number', 'regret', 'inform', 'shortlist', 'candidate', 'notify', 'send', 'personal', 'data', 'deem', 'consent', 'persolkelly', 'singapore', 'pte', 'affiliate', 'collect', 'disclose', 'personal', 'data', 'account', 'creation', 'purpose', 'set', 'privacy', 'policy', 'acknowledge', 'read', 'understand', 'agree', 'go', 'term', 'privacy', 'policy', 'withdraw', 'consent', 'email', 'dataprotectioncom', 'contact', 'query', 'persolkelly', 'singapore', 'pte', 'uen', 'license', 'reg', 'bertram', 'kian', 'hui']"
data scientist,engineering software information communication technology,"['join', 'razer', 'place', 'global', 'mission', 'revolutionize', 'razer', 'place', 'offer', 'opportunity', 'impact', 'globally', 'work', 'global', 'team', 'locate', 'continent', 'razer', 'place', 'provide', 'unique', 'gamercentric', 'lifeatrazer', 'experience', 'accelerate', 'growth', 'personally', 'professionally', 'job', 'responsibility', 'develop', 'implement', 'computer', 'vision', 'algorithm', 'task', 'object', 'detection', 'recognition', 'track', 'segmentation', 'image', 'classification', 'design', 'architect', 'computer', 'vision', 'system', 'meet', 'specific', 'requirement', 'objective', 'collect', 'curate', 'annotate', 'large', 'datasets', 'image', 'video', 'train', 'evaluation', 'computer', 'vision', 'model', 'finetune', 'optimize', 'computer', 'vision', 'model', 'machine', 'learn', 'framework', 'deep', 'learn', 'library', 'evaluate', 'performance', 'computer', 'vision', 'model', 'metric', 'benchmark', 'integrate', 'computer', 'vision', 'algorithm', 'model', 'larger', 'software', 'system', 'product', 'conduct', 'test', 'validation', 'ensure', 'functionality', 'reliability', 'accuracy', 'computer', 'vision', 'system', 'document', 'design', 'specification', 'technical', 'requirement', 'implementation', 'detail', 'computer', 'vision', 'solution', 'stay', 'update', 'emerge', 'technology', 'trend', 'advancement', 'computer', 'vision', 'experimentation', 'ethical', 'legal', 'regulatory', 'implication', 'development', 'deployment', 'computer', 'vision', 'system', 'prerequisite', 'bachelor', 'master', 'degree', 'computer', 'science', 'electrical', 'engineer', 'field', 'prove', 'experience', 'develop', 'implement', 'computer', 'vision', 'algorithm', 'model', 'proficiency', 'program', 'language', 'python', 'strong', 'understand', 'image', 'process', 'technique', 'methodology', 'familiarity', 'computer', 'vision', 'library', 'opencv', 'experience', 'data', 'collection', 'annotation', 'preparation', 'model', 'train', 'ability', 'evaluate', 'optimize', 'model', 'performance', 'metric', 'benchmark', 'experience', 'integrate', 'computer', 'vision', 'solution', 'software', 'system', 'product', 'strong', 'problemsolving', 'skill', 'attention', 'excellent', 'communication', 'teamwork', 'abilitie']"
data engineering and analytics intern aug to dec,businesssystems analysts information communication technology,"['role', 'responsibility', 'assist', 'data', 'scientist', 'data', 'engineer', 'data', 'analyst', 'build', 'manage', 'data', 'product', 'include', 'sistic', 'data', 'warehousedata', 'lake', 'data', 'analysis', 'visualisation', 'contribute', 'datapipeline', 'development', 'assist', 'test', 'documentation', 'maintenance', 'identify', 'troubleshoot', 'issue', 'exist', 'data', 'pipeline', 'support', 'continuous', 'improvement', 'smaller', 'component', 'endtoend', 'pipeline', 'gain', 'handson', 'exposure', 'ingestion', 'clean', 'transformation', 'load', 'process', 'write', 'clean', 'welldocumented', 'code', 'establish', 'practice', 'identify', 'pattern', 'insight', 'sale', 'patron', 'data', 'create', 'report', 'visualization', 'dashboard', 'tool', 'excel', 'google', 'sheet', 'dashboard', 'apache', 'superset', 'support', 'adhoc', 'data', 'request', 'department', 'skill', 'experience', 'require', 'pursue', 'degree', 'diploma', 'quantitative', 'field', 'data', 'science', 'statistic', 'economics', 'computer', 'science', 'equivalent', 'project', 'experience', 'proficiency', 'sql', 'python', 'data', 'manipulation', 'pipeline', 'development', 'maintenance', 'demonstrate', 'core', 'dataengineering', 'concept', 'include', 'etl', 'process', 'datastorage', 'solution', 'data', 'warehouse', 'data', 'lake', 'familiarity', 'google', 'cloud', 'platform', 'basic', 'understand', 'database', 'principle', 'demonstrate', 'data', 'analysis', 'concept', 'data', 'clean', 'visualization', 'insight', 'basic', 'excel', 'function', 'vlookup', 'countif', 'powerpoint', 'skill']"
data analytics executive months contract,businesssystems analysts information communication technology,"['job', 'responsibility', 'data', 'analysis', 'trend', 'identification', 'analyze', 'large', 'datasets', 'identify', 'key', 'trend', 'pattern', 'correlation', 'breadtalk', 'group', 'provide', 'datadriven', 'insight', 'leadership', 'team', 'inform', 'decision', 'define', 'strategic', 'direction', 'btgr', 'data', 'management', 'ownership', 'manage', 'analyze', 'btgr', 'data', 'focus', 'member', 'profile', 'demographic', 'analysis', 'divisional', 'sale', 'transaction', 'count', 'sku', 'performance', 'store', 'performance', 'ensure', 'data', 'accuracy', 'consistency', 'data', 'touchpoints', 'strategic', 'recommendation', 'closely', 'brand', 'management', 'team', 'deliver', 'strategic', 'recommendation', 'base', 'data', 'analysis', 'assist', 'determine', 'strategic', 'move', 'brand', 'breadtalk', 'group', 'base', 'insight', 'gain', 'data', 'data', 'extraction', 'report', 'extract', 'consolidate', 'analyze', 'data', 'multiple', 'source', 'system', 'ensure', 'data', 'integrity', 'generate', 'comprehensive', 'report', 'stakeholder', 'address', 'data', 'discrepancy', 'ensure', 'accurate', 'timely', 'report', 'crossdepartmental', 'collaboration', 'collaborate', 'department', 'market', 'finance', 'operation', 'ensure', 'alignment', 'data', 'insight', 'assist', 'team', 'improve', 'process', 'datadriven', 'decisionmaking', 'customer', 'service', 'analytics', 'analyze', 'customer', 'service', 'data', 'identify', 'area', 'improvement', 'enhance', 'service', 'quality', 'customer', 'satisfaction', 'job', 'requirement', 'education', 'diplomabachelors', 'degree', 'data', 'science', 'statistic', 'analytics', 'field', 'experience', 'experience', 'data', 'analysis', 'intelligence', 'role', 'preferably', 'retail', 'facebook', 'industry', 'technical', 'skill', 'proficiency', 'data', 'analysis', 'tool', 'sql', 'excel', 'python', 'experience', 'data', 'visualization', 'tool', 'tableau', 'power', 'strong', 'knowledge', 'data', 'management', 'report', 'process', 'soft', 'skill', 'strong', 'analytical', 'problemsolving', 'skill', 'excellent', 'communication', 'presentation', 'skill', 'high', 'attention', 'accuracy', 'report', 'ability', 'collaboratively', 'crossfunctional', 'team', 'knowledge', 'customer', 'analytics', 'sale', 'performance', 'metric']"
data scientist,mathematics statistics information sciences science technology,"['work', 'rapidly', 'grow', 'tech', 'hire', 'data', 'scientist', 'improve', 'internal', 'operation', 'decisionmaking', 'team', 'youll', 'build', 'model', 'improve', 'task', 'assign', 'resource', 'allocate', 'turn', 'raw', 'behavioral', 'process', 'data', 'structure', 'feature', 'analysis', 'lead', 'data', 'science', 'project', 'plan', 'delivery', 'finding', 'recommendation', 'technical', 'nontechnical', 'team', 'prove', 'track', 'record', 'apply', 'data', 'science', 'solve', 'problem', 'comfortable', 'work', 'messy', 'data', 'uncover', 'insight', 'project', 'independently', 'collaborate', 'function', 'experience', 'optimize', 'workflow', 'decisionmaking', 'data', 'background', 'fastpaced', 'largescale', 'environment', 'familiarity', 'experimentation', 'impact', 'measurement', 'technique', 'reach', 'ayla', 'aylacom', 'confidential', 'discussion', 'license']"
data scientist,mathematics statistics information sciences science technology,"['description', 'changi', 'airport', 'group', 'cag', 'manager', 'singapore', 'changi', 'airport', 'lead', 'air', 'hub', 'asia', 'world', 'award', 'airport', 'airport', 'manager', 'cag', 'perform', 'key', 'function', 'airport', 'operation', 'air', 'hub', 'development', 'retail', 'commercial', 'activity', 'infrastructure', 'development', 'airport', 'emergency', 'service', 'cag', 'manage', 'seletar', 'airport', 'subsidiary', 'changi', 'airport', 'international', 'take', 'changis', 'presence', 'singapore', 'shore', 'consultancy', 'project', 'investment', 'foreign', 'airport', 'join', 'job', 'description', 'enterprise', 'data', 'science', 'management', 'edsm', 'seek', 'experience', 'lead', 'data', 'scientist', 'join', 'data', 'science', 'team', 'individual', 'role', 'expect', 'comfortable', 'work', 'aiml', 'ops', 'engineer', 'quantitative', 'researcher', 'ideal', 'candidate', 'keen', 'study', 'customer', 'buy', 'behavior', 'passion', 'identify', 'answer', 'question', 'identify', 'fulfill', 'latent', 'customer', 'responsibilitie', 'closely', 'edsm', 'team', 'identify', 'provide', 'insight', 'customer', 'intelligence', 'question', 'solve', 'commercial', 'problem', 'ai', 'deliver', 'social', 'develop', 'validate', 'deliver', 'algorithm', 'statistical', 'model', 'analytical', 'insight', 'achieve', 'goal', 'analyze', 'interpret', 'marketingops', 'campaign', 'andor', 'experiment', 'recommend', 'enhancement', 'future', 'campaign', 'establish', 'scalable', 'efficient', 'automate', 'process', 'large', 'scale', 'data', 'analysis', 'model', 'development', 'model', 'validation', 'model', 'implementation', 'model', 'ops', 'develop', 'gotomarket', 'implementation', 'connect', 'strategy', 'execution', 'data', 'infrastructure', 'ai', 'operate', 'model', 'genaienabled', 'transformation', 'create', 'culture', 'excellence', 'lead', 'confidence', 'charisma', 'context', 'humility', 'work', 'effectively', 'level', 'provide', 'thoughtleadership', 'establish', 'practice', 'instrumentation', 'experimentation', 'communicate', 'edsm', 'data', 'scienceanalytics', 'team', 'requirement', 'multiple', 'sclerosis', 'phd', 'relevant', 'technical', 'field', 'experience', 'relevant', 'role', 'exceptional', 'expertise', 'ai', 'engineer', 'machine', 'learn', 'data', 'science', 'strong', 'understand', 'marketplace', 'ai', 'service', 'ability', 'develop', 'gotomarket', 'plan', 'market', 'team', 'strong', 'passion', 'empirical', 'answer', 'hard', 'question', 'data', 'ability', 'communicate', 'complex', 'quantitative', 'analysis', 'clear', 'precise', 'actionable', 'manner', 'practical', 'handson', 'experience', 'broad', 'range', 'tool', 'assist', 'ai', 'development', 'jupyter', 'llm', 'pytorch', 'tensorfllow', 'aws', 'sagemaker', 'google', 'vertex', 'ai', 'azure', 'strong', 'track', 'record', 'lead', 'delivery', 'ai', 'solution', 'incubation', 'proofofconcept', 'largescale', 'realtime', 'deployment']"
